Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score,Price Change (%)_normalized,Beta_normalized,P/E Ratio_normalized,Market Cap_normalized,Dividend Yield_normalized,RSI Score_normalized,score
Bp Prudhoe Bay Royalty Trust,BPT,Energy,2.3,2.27,2.31,-0.433,0.054,,49220000.0,8.17,2.0,,139191.0,47.98442704385228,0.4268977272727273,0.9999344338415588,,1.4203869670555457e-05,,0.4798442704385228,0.06001149018142483
Broadridge Financial Solutions Llc,BR,Technology,201.77,202.23,202.12,-0.173,1.052,34.4906,23845179392.0,210.24,164.45,0.0159,484170.0,60.47208538280862,0.4298522727272727,0.999941441984016,0.0,0.0068812487462435075,0.010755634719462904,0.6047208538280863,0.29637877776358895
Brady Corp.,BRC,Industrials,66.01,65.42,65.14,1.336,0.767,16.882353,3134174720.0,68.8,46.77,0.014199999,229978.0,61.42286840217276,0.447,0.9999394406607691,0.0,0.0009044609992720459,0.009591011166678085,0.6142286840217276,0.2962189674628403
Brf-Brasil Foods S.A.,BRFS,Consumer Defensive,4.14,4.13,4.2,-1.429,1.101,,6896659968.0,4.25,1.74,,3042998.0,82.81067069393421,0.41557954545454545,0.9999417860711708,,0.0019902400855376723,,0.8281067069393422,-0.0030795641682499486
Brown & Brown,BRO,Financial Services,90.57,91.0,90.52,0.055,0.819,27.953703,25835001856.0,93.75,66.73,0.0057,1196167.0,50.75330483869942,0.4324431818181818,0.9999398058144844,0.0,0.007455472291157388,0.0037678975131876418,0.5075330483869942,0.31486501374563325
Brookfield Residential Propert,BRP,Financial Services,32.66,32.67,32.51,0.461,1.543,,2160187904.0,35.46,17.33,,359205.0,53.347382542168404,0.4370568181818182,0.9999448898777501,,0.0006233876008651302,,0.5334738254216841,0.0589316074152474
Brt Realty Trust,BRT,Real Estate,17.24,16.93,16.73,3.048,1.076,86.2,321362208.0,20.69,15.21,0.058000002,30490.0,24.520952426816862,0.46645454545454546,0.9999416105165,0.0,9.273874714113686e-05,0.03959717887237104,0.2452095242681686,0.2769446352693538
Berry Petroleum Company,BRY,Energy,6.47,6.4,6.42,0.779,1.78,215.66667,497795328.0,8.94,6.07,0.112799995,1101039.0,46.3578552016353,0.44067045454545456,0.9999465541360291,0.0,0.00014365386818311938,0.07713913475371652,0.463578552016353,0.3242638155090475
Banco Santander-Chile Ads,BSAC,Financial Services,18.91,18.89,18.97,-0.316,0.536,14.7734375,8993028096.0,21.81,16.89,0.04,287937.0,47.12098224301375,0.4282272727272727,0.9999378185356113,0.0,0.002595210609131396,0.027265876549976024,0.4712098224301375,0.31419496991246565
Banco Santander Brasil Sa,BSBR,Financial Services,4.88,4.95,4.97,-1.811,0.788,22.181818,36457943040.0,6.66,4.79,0.0665,501881.0,36.3515936169534,0.4112386363636364,0.9999395881266927,0.0,0.010521043745118079,0.045420291840789204,0.36351593616953404,0.2945311866184526
Blackstone Gso Senior Floating Rate,BSL,Financial Services,14.25,14.26,14.1418,0.765,0.576,6.884058,185371120.0,14.56,12.5,0.096,48844.0,75.65717283249641,0.4405113636363636,0.9999380994230845,0.0,5.3494399446379226e-05,0.06562992395697746,0.7565717283249641,0.2778998831694934
Boston Scientific Corp.,BSX,Healthcare,76.11,76.37,76.4,-0.38,0.786,63.95798,111895396352.0,77.99,48.35,,6002019.0,31.750400032255044,0.4275,0.9999395740823189,0.0,0.032290805944411416,,0.31750400032255044,0.2808609232507194
Blackrock Long-Term Muni Advantage Trust,BTA,Financial Services,10.06,10.09,10.09,-0.297,0.682,37.25926,135205392.0,10.62,8.59,0.0519,25259.0,60.8619020817245,0.42844318181818186,0.9999388437748886,0.0,3.901755908171769e-05,0.03541823662396383,0.6086190208172451,0.2996363378124904
Baytex Energy Corp,BTE,Energy,3.56,3.51,3.55,0.282,2.707,,2876640000.0,4.65,2.92,0.0184,9295213.0,51.515467119672536,0.4350227272727272,0.9999530637032213,,0.0008301415549335165,0.012468315407275467,0.5151546711967253,0.06480384571819034
John Hancock Bank And Thrift Fund,BTO,Financial Services,27.89,27.96,27.96,-0.25,1.43,89.96774,549890368.0,31.42,22.96,0.0932,54959.0,43.96954045246519,0.4289772727272727,0.9999440963706382,0.0,0.00015868746996540903,0.06371172158662738,0.4396954045246519,0.31504947524127946
Blackrock Municipal Target Term,BTT,Financial Services,20.83,20.82,20.86,-0.144,0.399,36.54386,1366697984.0,21.64,18.9,0.026700001,129380.0,76.34046840930434,0.4301818181818182,0.9999368564960155,0.0,0.0003944020491592315,0.018154415975885456,0.7634046840930434,0.2655229736591555
Peabody Energy Corp.,BTU,Energy,23.46,23.4,23.29,0.73,0.97,6.498615,2951267840.0,27.242,20.66,0.0128,2544224.0,33.217514403709245,0.4401136363636363,0.9999408661646959,0.0,0.000851677678687955,0.008631910666575324,0.3321751440370925,0.2842695375466782
Blackrock Preferred,BTZ,Financial Services,10.73,10.79,10.77,-0.371,0.793,7.609929,1001371776.0,11.13,9.1,0.0938,216640.0,42.565372463857834,0.4276022727272727,0.9999396232376269,0.0,0.0002889761058888949,0.0641227649517024,0.4256537246385783,0.31213057411397327
Anheuser-Busch Inbev Sa,BUD,Consumer Defensive,59.34,59.95,59.76,-0.703,0.987,25.467812,117533548544.0,67.49,51.66,0.0147,1558759.0,33.285793344766006,0.42382954545454543,0.999940985541872,0.0,0.033917865542455135,0.009933547989312872,0.33285793344766007,0.2855304161056347
Blackrock Utility And Infrastr,BUI,Financial Services,22.16,22.19,22.27,-0.494,,13.763975,498054848.0,23.48,18.73,0.0739,49134.0,30.201816905158097,0.42620454545454545,,0.0,0.00014372876054013725,0.05048982667671439,0.30201816905158096,0.33444665383989486
Compania Mina Beunaventura S.A.,BVN,Basic Materials,16.81,16.79,16.98,-1.001,0.833,168.09999,4269521408.0,18.84,7.22,0.0043,1375396.0,34.975508648155184,0.42044318181818185,0.9999399041251001,0.0,0.0012320996764327399,0.0028087963280126055,0.34975508648155185,0.28370847338977345
Borgwarner Inc.,BWA,Consumer Cyclical,31.43,31.62,31.32,0.351,1.209,10.800687,7160948224.0,47.05,29.51,0.0139999995,2797526.0,21.075296515135946,0.43580681818181816,0.9999425444673485,0.0,0.0020665084672576947,0.009453997054189218,0.21075296515135947,0.25962481156837336
Legg Mason Bw Global Income Op,BWG,Financial Services,8.38,8.39,8.39,-0.119,,10.6075945,140715280.0,8.65,6.86,0.1354,42770.0,40.37549919898656,0.4304659090909091,,0.0,4.0607604161959806e-05,0.09262177159690346,0.4037549919898656,0.3638492998414064
Bluelinx Holdings Inc.,BXC,Industrials,92.15,89.73,88.69,3.901,1.9,16.908258,798179328.0,132.67,67.76,,86631.0,33.92980782892991,0.47614772727272725,0.9999473967984487,0.0,0.00023033877019627247,,0.3392980782892991,0.2893100689459437
Blackstone Mortgage Trust Inc. CI A,BXMT,Real Estate,17.72,17.37,17.29,2.487,1.521,443.0,3075908352.0,23.82,16.7,0.14,2029037.0,38.25340566929669,0.4600795454545455,0.9999447353896399,0.0,0.0008876464738620962,0.0957731040624786,0.3825340566929669,0.3147676550776932
Boston Properties,BXP,Real Estate,60.75,60.66,60.3,0.746,1.195,49.795082,10705182720.0,73.97,50.64,0.0645,1178019.0,36.22585021189661,0.44029545454545455,0.999942446156733,0.0,0.003089304688086357,0.044050147290539146,0.36225850211896615,0.2976207339168546
Boyd Gaming Corp.,BYD,Consumer Cyclical,54.52,54.36,54.05,0.87,1.589,9.75313,5172704768.0,73.0,49.34,0.0125,1176170.0,65.77862717592242,0.4417045454545454,0.9999452128983444,0.0,0.0014927405929313227,0.008426388984037816,0.6577862717592242,0.28653845803260325
Blackrock Muni Income Quality Trust,BYM,Financial Services,11.45,11.5,11.49,-0.348,0.603,63.611107,296592768.0,11.65,9.3,0.055,61613.0,66.23748714537408,0.4278636363636364,0.999938289022129,0.0,8.559077494780874e-05,0.03754196067685141,0.6623748714537407,0.28922769347444954
Boise Inc,BZ,Communication Services,18.05,17.51,17.68,2.093,0.484,45.124996,8107825152.0,22.74,12.57,,4076265.0,16.839130643974045,0.4556022727272728,0.999937453381896,0.0,0.0023397584863072956,,0.16839130643974046,0.25225883270748006
Beazer Homes USA,BZH,Consumer Cyclical,26.9,26.53,26.21,2.633,2.162,5.183044,848622336.0,35.93,22.03,,381445.0,31.11281090933933,0.4617386363636364,0.9999492366113986,0.0,0.00024489562810391303,,0.3111281090933933,0.2815159831748946
Citigroup Inc.,C,Financial Services,64.74,64.3,64.03,1.109,1.451,18.874634,123487657984.0,65.22,38.17,0.0327,12488490.0,31.89031231817559,0.4444204545454546,0.9999442438365617,0.0,0.03563610417494551,0.022264848941563335,0.3189031231817559,0.2884658486403204
Canadian Natural Resources,CNQ,Energy,35.99,35.82,36.03,-0.111,1.966,14.57085,76882206720.0,41.29,27.925,0.040999997,5131875.0,61.853870119192116,0.43055681818181823,0.9999478602627795,0.0,0.022186689505393802,0.027950946769884227,0.6185387011919211,0.29868985476712684
Cohn & Steers Inc,CNS,Financial Services,72.43,73.06,72.12,0.43,1.502,28.18288,3660641280.0,78.58,50.05,0.0326,321139.0,73.0533024941717,0.43670454545454546,0.9999446019680901,0.0,0.001056388872150767,0.02219634171405083,0.730533024941717,0.27394952386305466
Consol Energy Inc.,CNX,Energy,25.16,24.68,24.53,2.568,1.379,4.6420665,3855643904.0,26.57,17.45,,2482793.0,47.31740409890557,0.46099999999999997,0.9999437382391098,0.0,0.001112662786053464,,0.4731740409890557,0.3139017006525055
Compass Diversified Holdings,CODI,Industrials,21.76,21.66,21.61,0.694,1.655,,1640357888.0,25.07,16.88,0.046,200145.0,44.911112513053496,0.43970454545454546,0.9999456763626752,,0.00047337490378254326,0.031376310200726176,0.44911112513053497,0.062105938738544794
Capital One Financial Corp.,COF,Financial Services,135.81,137.22,136.0,-0.14,1.458,10.635081,51868823552.0,149.94,88.23,0.0177,2315968.0,20.98461722376183,0.43022727272727274,0.9999442929918696,0.0,0.014968320121753087,0.011988764814687951,0.2098461722376183,0.2604034810325405
Cooper Companies,COO,Healthcare,85.65,86.11,85.9,-0.291,0.982,50.38235,17054627840.0,104.07,75.935,0.0002,1102009.0,7.0387448789824845,0.42851136363636366,0.9999409504309378,0.0,0.004921629405997741,0.0,0.07038744878982485,0.2288522622009255
Conocophillips,COP,Energy,112.23,111.97,112.55,-0.284,1.249,12.71008,130670518272.0,135.18,104.85,0.029000001,5658944.0,51.469231986684925,0.4285909090909091,0.9999428253548218,0.0,0.03770893608423312,0.019730082208673016,0.5146923198668493,0.31907279990494225
Coresite Realty Corp.,COR,Healthcare,223.69,222.68,222.68,0.454,0.453,24.446997,44051046400.0,246.75,171.65,0.0091,1537818.0,21.84048069860657,0.4369772727272727,0.9999372356941043,0.0,0.012712263719342217,0.006097143248612729,0.21840480698606568,0.26172448375855034
Coty Inc,COTY,Consumer Defensive,9.96,9.88,9.81,1.529,1.919,43.304348,8643676160.0,13.46,9.02,,3936252.0,61.00471479030559,0.4491931818181818,0.9999475302199985,0.0,0.002494394525917026,,0.6100471479030559,0.29562423412270794
Canadian Pacific Railway,CP,Industrials,79.93,79.51,80.22,-0.362,0.771,26.120916,74608738304.0,91.58,68.92,0.0069,2322722.0,59.305287259499366,0.42770454545454545,0.9999394687495166,0.0,0.021530611329222772,0.004589984243337672,0.5930528725949936,0.2986222184058213
Copa Holdings S.A.,CPA,Industrials,92.0,93.34,93.04,-1.118,1.465,6.6187053,3835204096.0,121.2,78.12,0.07,263198.0,58.28631529934235,0.41911363636363635,0.9999443421471772,0.0,0.0011067642603209095,0.04781804480372679,0.5828631529934235,0.3059742660279205
Cementos Pacasmayo S.A.A.,CPAC,Basic Materials,5.5,5.77,5.69,-3.339,0.26,10.377359,470917696.0,6.64,4.65,0.0983,4460.0,38.91509085598788,0.39387500000000003,0.999935880412046,0.0,0.0001358975133297797,0.06720559018976502,0.38915090855987877,0.30037255146005715
Campbell Soup Company,CFB,Financial Services,13.95,14.1,14.02,-0.499,1.041,10.182482,687637312.0,15.07,9.71,,193354.0,72.3535248344869,0.42614772727272726,0.9999413647399609,0.0,0.00019843852309490753,,0.723535248344869,0.26924081680024864
Cpb Inc.,CPF,Financial Services,20.88,20.82,20.67,1.016,1.112,10.185366,564643200.0,22.0,14.7,0.0498,169449.0,39.292296288669256,0.44336363636363635,0.9999418633152258,0.0,0.00016294484651121875,0.033979584846201276,0.39292296288669254,0.30190716315425276
Chesapeake Utilities Corp.,CPK,Utilities,106.79,107.16,106.4,0.367,0.61,22.434874,2366381056.0,124.72,83.8,0.024,102421.0,45.58602407465425,0.43598863636363633,0.9999383381774366,0.0,0.0006828908805900928,0.016304720147975613,0.45586024074654247,0.30990574290376444
Camden Property Trust,CPT,Real Estate,108.03,107.86,107.72,0.288,0.896,26.477942,11508975616.0,114.04,82.81,0.0381,822247.0,28.48884387159383,0.43509090909090903,0.9999403465228704,0.0,0.003321263475600434,0.025964239227238475,0.2848884387159383,0.2777722636475447
Crane Company,CR,Industrials,142.44,144.0,142.84,-0.28,1.385,38.81199,8141571584.0,150.015,82.57,0.0058,219978.0,43.47326282273693,0.42863636363636365,0.9999437803722309,0.0,0.0023494970414607444,0.003836404740700144,0.4347326282273693,0.30224983280599144
Crh Plc,CRH,Basic Materials,74.23,74.55,73.67,0.76,1.375,16.350222,50751574016.0,88.0,51.59,0.0273,7421436.0,29.771850529421613,0.44045454545454543,0.9999437101503624,0.0,0.01464590392597568,0.018565458655888198,0.2977185052942161,0.28079519398576397
Carter's,CRI,Consumer Cyclical,62.69,61.93,61.59,1.786,1.224,9.903633,2288097280.0,88.03,60.57,0.051,803588.0,33.329318455980854,0.4521136363636364,0.9999426498001509,0.0,0.0006602997257623402,0.034801671576351306,0.33329318455980855,0.29150778167433855
Comstock Resources,CRK,Energy,10.55,10.53,10.48,0.668,0.51,47.954548,3082731008.0,13.39,7.07,0.068,3143755.0,48.34185716267378,0.4394090909090909,0.9999376359587537,0.0,0.0008896153579132756,0.04644790025347674,0.48341857162673785,0.32197985595232254
Charles River Laboratories Intl,CRL,Healthcare,202.46,201.53,199.66,1.402,1.379,23.818825,10429059072.0,275.0,161.65,,514275.0,17.99976563856538,0.44775000000000004,0.9999437382391098,0.0,0.0030096208455035484,,0.1799976563856538,0.25346861953777017
Salesforce.Com Inc,CRM,Technology,257.37,261.38,263.19,-2.211,1.291,46.289566,249391529984.0,318.71,193.68,0.0062,8414665.0,59.43702391684021,0.4066931818181818,0.9999431202866687,0.0,0.0719694801450257,0.004110433650750154,0.5943702391684021,0.3001546521550326
Carpenter Technology Corp.,CRS,Industrials,106.7,105.76,104.79,1.823,1.437,40.725193,5293205504.0,112.75,54.67,0.0075,676686.0,58.653868400142116,0.4525340909090909,0.999944145525946,0.0,0.0015275147303443436,0.005001027608412687,0.5865386840014212,0.3017309192782018
Cross Timbers Royalty Trust,CRT,Energy,9.883,9.51,9.43,4.804,0.552,6.2949047,59298004.0,22.85,9.19,0.13,36586.0,20.49144220183078,0.48640909090909096,0.9999379308906006,0.0,1.7112182993595847e-05,0.08892238131122833,0.20491442201830778,0.28173664243151014
Carlisle Companies Inc.,CSL,Industrials,410.13,409.49,406.95,0.781,0.901,25.442307,19522926592.0,430.21,235.79,0.0083,358622.0,49.56448779479575,0.4406931818181818,0.9999403816338047,0.0,0.005633931777150359,0.0055490854285127076,0.49564487794795753,0.31691212496235593
Constellium N.V.,CSTM,Basic Materials,19.0,18.78,18.59,2.205,1.937,21.59091,2770808064.0,23.2,14.12,,1035108.0,51.66464423170307,0.456875,0.9999476566193616,0.0,0.0007996005440873252,,0.5166464423170307,0.3152871559290664
Carriage Services,CSV,Consumer Cyclical,26.31,26.37,26.18,0.497,0.915,13.024753,399004288.0,34.73,18.06,0.0171,128967.0,24.42793189422507,0.4374659090909091,0.9999404799444203,0.0,0.00011514472115072923,0.011577721449612935,0.2442793189422507,0.2668087609196821
Csx Corp.,CSX,Industrials,33.39,32.84,33.3,0.27,1.197,18.245901,65275113472.0,40.12,29.03,0.014400001,12160932.0,39.95662368561212,0.4348863636363637,0.9999424602011064,0.0,0.01883711116280428,0.00972802699184764,0.39956623685612125,0.29898127241121814
Clearbridge Energy MLP Fund In  ,CTR,Financial Services,39.85,40.23,40.32,-1.166,,8.165983,274440160.0,44.22,29.33,0.0876,21324.0,27.594057753772603,0.41856818181818184,,0.0,7.919796889350561e-05,0.05987531684592724,0.27594057753772605,0.3299563259463473
Cts Corp.,CTS,Technology,49.5,49.77,49.31,0.385,0.596,29.117647,1513200128.0,54.73,35.5,0.0032,150849.0,25.32776633703331,0.4361931818181818,0.9999382398668211,0.0,0.0004366796804490367,0.002055216825375077,0.2532776633703331,0.2665453972932317
Cenovus Energy Inc,CVE,Energy,19.58,19.56,19.65,-0.356,2.731,11.062147,36520615936.0,21.9,14.69,0.0274,7648736.0,48.279822892957576,0.42777272727272725,0.9999532322357053,0.0,0.010539129907658828,0.0186339658834007,0.48279822892957575,0.3155109378206997
Cvr Energy Inc.,CVI,Energy,25.2,25.4,25.43,-0.904,1.546,3.8650308,2533381376.0,39.36,25.18,0.0794,973768.0,51.43699433434407,0.4215454545454545,0.9999449109443106,0.0,0.0007310838814668546,0.05425772418990203,0.5143699433434407,0.321287991644826
Cvs Corp.,CVS,Healthcare,56.89,56.65,56.62,0.477,0.513,9.980702,71417995264.0,83.25,52.77,0.0468,12757452.0,25.45149211516113,0.4372386363636363,0.9999376570253142,0.0,0.020609825775493047,0.031924368020826197,0.2545149211516113,0.27494087016405083
Chevron Corp.,CVX,Energy,154.33,153.32,154.31,0.013,1.091,14.210866,282238713856.0,171.7,139.62,0.0422,7222985.0,38.288113386683975,0.4319659090909091,0.9999417158493024,0.0,0.08144853001236997,0.02877303555525108,0.38288113386683975,0.3052764016643613
Curtiss-Wright Corp.,CW,Industrials,272.61,272.24,271.24,0.505,1.186,28.104122,10440635392.0,286.65,184.81,0.0031,210614.0,27.688789463125957,0.4375568181818182,0.9999423829570513,0.0,0.0030129615432932873,0.0019867095978625742,0.27688789463125957,0.27171550143172135
Commonwealth REIT,CWH,Consumer Cyclical,18.07,17.99,17.73,1.918,2.563,,814452864.0,32.883,16.18,0.0277,1022778.0,38.58878663824683,0.45361363636363633,0.9999520525083178,,0.00023503499194432669,0.018839487565938208,0.3858878663824683,0.049015814492589405
California Water Service Group Holding,CWT,Utilities,48.36,49.19,48.96,-1.225,0.471,19.190477,2792988416.0,54.85,43.5,0.0232,367962.0,75.36450662431041,0.4178977272727273,0.9999373620934672,0.0,0.000806001356513211,0.01575666232787559,0.7536450662431041,0.265193842234168
Cemex S.A.B. De C.V. Sponsored,CX,Basic Materials,6.29,6.18,6.18,1.78,1.055,44.92857,9125720064.0,9.27,5.67,0.0033000002,6515839.0,19.27632631972017,0.4520454545454546,0.9999414630505765,0.0,0.0026335028958178125,0.0021237241899020346,0.1927632631972017,0.25705341964376305
Colonial High Income Muni Trust,CXE,Financial Services,3.73,3.72,3.72,0.269,0.656,53.285713,117591232.0,3.76,2.95,0.0444,47940.0,68.23279205931465,0.43487499999999996,0.9999386611980309,0.0,3.393445967015116e-05,0.03028019456052614,0.6823279205931465,0.2848312321196398
Colonial Investment Grade Muni Trust,CXH,Financial Services,7.925,7.92,7.93,-0.063,0.584,34.45652,64978820.0,7.97,6.41,0.0359,20375.0,81.89981922098343,0.4311022727272727,0.9999381556005792,0.0,1.875155452575053e-05,0.02445708022196342,0.8189981922098343,0.2557651781069114
Corrections Corporation Of America,CXW,Industrials,13.28,13.32,13.25,0.226,0.899,23.714285,1477492992.0,16.54,9.17,,906855.0,12.062462077045097,0.4343863636363636,0.999940367589431,0.0,0.0004263753047654772,,0.12062462077045097,0.2393314794710782
China Yuchai International,CYD,Consumer Cyclical,9.17,8.96,9.15,0.219,1.001,9.552084,374670624.0,12.5,7.83,0.0305,14511.0,71.67371825707797,0.4343068181818182,0.9999410838524876,0.0,0.00010812250532211987,0.02075768993628828,0.7167371825707797,0.27596682806565787
Community Health Systems,CYH,Healthcare,3.24,3.34,3.31,-2.115,1.526,,450249856.0,5.2,2.01,,1605547.0,29.166257596344508,0.4077840909090909,0.9999447705005741,,0.0001299331820563979,,0.2916625759634451,0.019518645097200873
