Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score
Blackrock New York Muni Trust Inc.,BNY,Financial Services,10.76,10.75,10.74,0.186,0.542,32.60606,259500000.0,10.86,8.6,0.048,34711.0,71.32984942575185
Blackrock Global,BOE,Financial Services,10.845,10.78,10.73,1.072,0.916,6.7781253,667247296.0,10.86,8.8,0.0705,155050.0,79.17147216836766
Bank Of Hawaii Corp.,BOH,Financial Services,57.77,57.0,57.08,1.209,1.047,14.9276495,2293226496.0,75.19,45.47,0.049099997,287267.0,79.95267961308616
Bp P.L.C.,BP,Energy,34.9,35.01,34.8,0.287,0.528,10.7716055,101037948928.0,40.84,33.52,0.050100002,8371357.0,34.68196453810663
Bp Prudhoe Bay Royalty Trust,BPT,Energy,2.34,2.27,2.31,1.299,0.054,,50076000.0,8.17,2.0,,137918.0,62.7543144516313
Broadridge Financial Solutions Llc,BR,Technology,200.62,201.22,199.99,0.315,1.052,34.235493,23709270016.0,210.24,164.99,0.016,485086.0,60.57986014316951
Brady Corp.,BRC,Industrials,64.525,65.51,64.865,-0.524,0.767,16.502558,3063666432.0,68.8,46.96,0.014400001,227800.0,55.00192647544702
Brf-Brasil Foods S.A.,BRFS,Consumer Defensive,4.08,4.09,4.1,-0.488,1.101,,6882715136.0,4.25,1.74,,3017975.0,47.978365836408884
Brown & Brown,BRO,Financial Services,90.93,90.32,90.08,0.944,0.819,28.064816,25937690624.0,93.75,66.73,0.0058,1187944.0,69.07019562131349
Brookfield Residential Propert,BRP,Financial Services,32.66,32.67,32.51,0.461,1.543,,2160187904.0,35.46,17.33,,359205.0,72.6382322135111
Brt Realty Trust,BRT,Real Estate,17.065,17.22,17.07,-0.029,1.076,85.325005,318100128.0,20.69,15.21,0.0586,30116.0,61.140741626030646
Berry Petroleum Company,BRY,Energy,6.56,6.42,6.44,1.863,1.78,218.66667,504719840.0,8.94,6.07,0.113400005,1096767.0,54.31948281275208
Banco Santander-Chile Ads,BSAC,Financial Services,19.89,19.45,19.38,2.632,0.536,15.5390625,9459086336.0,21.81,16.89,0.039,314245.0,82.01029096006887
Banco Santander Brasil Sa,BSBR,Financial Services,5.12,5.0,4.95,3.434,0.788,23.272726,38250954752.0,6.66,4.79,0.0655,499949.0,41.88662884978724
Blackstone Gso Senior Floating Rate,BSL,Financial Services,14.23,14.4,14.32,-0.628,0.576,6.8743963,185110944.0,14.56,12.5,0.0955,48270.0,53.21071725524065
Boston Scientific Corp.,BSX,Healthcare,77.11,76.55,76.51,0.784,0.786,64.79832,113365581824.0,77.99,48.35,,5981608.0,61.31878317504023
Blackrock Long-Term Muni Advantage Trust,BTA,Financial Services,10.1,10.08,10.07,0.298,0.682,37.407406,135742992.0,10.62,8.59,0.051799998,25270.0,61.2295259885957
Baytex Energy Corp,BTE,Energy,3.625,3.52,3.51,3.276,2.707,,2929163008.0,4.65,2.92,0.0187,9197159.0,55.88809300264227
John Hancock Bank And Thrift Fund,BTO,Financial Services,28.6,28.49,28.26,1.203,1.43,92.258064,563889024.0,31.42,22.96,0.092,54819.0,72.59485039905898
Blackrock Municipal Target Term,BTT,Financial Services,20.9091,20.85,20.83,0.38,0.399,36.682632,1371887872.0,21.64,18.9,0.026700001,128350.0,84.90544919136487
Peabody Energy Corp.,BTU,Energy,22.34,22.9,23.05,-3.08,0.97,6.188366,2810372096.0,27.242,20.66,0.012999999,2538701.0,50.068390528332465
Blackrock Preferred,BTZ,Financial Services,10.845,10.75,10.75,0.884,0.793,7.6914897,1012104192.0,11.13,9.1,0.0937,215637.0,78.48259035111145
Anheuser-Busch Inbev Sa,BUD,Consumer Defensive,60.29,59.87,59.01,2.169,0.987,25.875538,119983734784.0,67.49,51.66,0.0148,1545157.0,61.32942804765169
Blackrock Utility And Infrastr,BUI,Financial Services,22.545,22.34,22.34,0.918,,14.003105,506707904.0,23.48,18.73,0.0739,48542.0,34.75300614287981
Compania Mina Beunaventura S.A.,BVN,Basic Materials,16.85,16.85,16.74,0.657,0.833,168.5,4279681280.0,18.84,7.22,0.0043,1368368.0,61.75088041708326
Borgwarner Inc.,BWA,Consumer Cyclical,32.11,31.85,31.66,1.421,1.209,11.034364,7315878400.0,47.05,29.51,0.0139,2800968.0,60.377793757350915
Legg Mason Bw Global Income Op,BWG,Financial Services,8.487,8.45,8.42,0.796,,10.743038,142512016.0,8.65,6.86,0.1354,42321.0,76.9612562123381
Bluelinx Holdings Inc.,BXC,Industrials,91.195,90.86,90.29,1.002,1.9,16.733028,789907392.0,132.67,67.76,,87060.0,69.23791937390322
Blackstone Mortgage Trust Inc. CI A,BXMT,Real Estate,18.32,18.16,18.15,0.937,1.521,458.0,3180058880.0,23.82,16.7,0.1366,2001734.0,82.20695239947898
Boston Properties,BXP,Real Estate,61.835,61.62,61.26,0.939,1.195,50.684425,10896377856.0,73.97,50.64,0.064,1171995.0,79.13813949115863
Boyd Gaming Corp.,BYD,Consumer Cyclical,55.11,54.62,54.38,1.342,1.589,9.858676,5228682752.0,73.0,49.34,0.0125,1179401.0,79.51446182385396
Blackrock Muni Income Quality Trust,BYM,Financial Services,11.46,11.46,11.45,0.087,0.603,63.666664,296851808.0,11.65,9.3,0.055,61375.0,72.18450550662737
Boise Inc,BZ,Communication Services,18.76,18.5,18.47,1.57,0.484,46.9,8376884224.0,22.74,12.57,,4076485.0,29.122501647410417
Beazer Homes USA,BZH,Consumer Cyclical,26.95,26.39,26.1,3.257,2.162,5.1926785,850199744.0,35.93,22.03,,377385.0,65.9973825155949
Citigroup Inc.,C,Financial Services,66.96,66.26,66.55,0.616,1.451,19.521866,127722184704.0,66.99,38.17,0.0319,12469137.0,87.86099562620048
Caci International,CACI,Technology,429.46,425.94,425.08,1.03,0.918,24.824278,9575411712.0,439.2,302.21,,109209.0,70.46175010007819
Cae Inc,CAE,Industrials,18.745,18.47,18.35,2.153,1.957,,5974763008.0,25.04,17.4,,660970.0,67.32472100031531
Morgan Stanley China A Share Fun Inc.,CAF,Financial Services,11.545,11.56,11.56,-0.13,,,200521648.0,13.6,11.43,0.0002,27216.0,19.479881916935355
Conagra Foods,CAG,Consumer Defensive,28.8,28.8,28.74,0.209,0.312,14.472362,13768214528.0,33.6,25.16,0.048699997,4180613.0,28.817313460539737
Cardinal Health,CAH,Healthcare,95.55,96.03,96.01,-0.479,0.622,42.278763,23272828928.0,116.04,85.12,0.0211,2084980.0,31.90737853741416
Calix Inc,CALX,Technology,33.78,33.88,33.63,0.446,1.763,120.64285,2213434368.0,51.74,26.76,,692814.0,29.356552105667305
Caterpillar,CAT,Industrials,328.46,326.1,326.06,0.736,1.106,14.835591,160634339328.0,382.01,223.76,0.0173,2970034.0,59.12692685103224
Cato Corp.,CATO,Consumer Cyclical,5.23,5.17,5.16,1.357,1.114,,107504744.0,8.78,4.56,0.1318,166237.0,29.642317176393036
Chubb Corp.,CB,Financial Services,256.38,254.0,253.34,1.2,0.668,11.394667,104105918464.0,275.41,186.52,0.014400001,1584003.0,36.87600563634815
Cbl & Associated Properties,CBL,Real Estate,23.67,23.45,23.33,1.457,1.499,236.7,754419712.0,25.28,19.9,0.0664,88698.0,57.47274888752948
Cabot Corp.,CBT,Basic Materials,90.3,89.57,88.24,2.335,1.199,11.473952,4989815808.0,103.49,64.51,0.0195,324329.0,47.94363893438881
Communitiy Bank System,CBU,Financial Services,48.2,47.04,46.97,2.619,0.665,15.548388,2543571968.0,55.45,35.38,0.0383,269334.0,82.01503832611243
Cbiz,CBZ,Industrials,73.92,74.04,73.88,0.054,0.929,29.80645,3704286464.0,80.42,49.15,,285109.0,67.70501829453914
Campus Crest Communities,CCG,Communication Services,1.0,0.8102,0.7955,25.707,0.265,,75742200.0,84.7,0.661,,1004231.0,75.61649560869553
Crown Castle International Corp.,CCI,Real Estate,97.79,98.0,97.06,0.752,0.838,30.559376,42492006400.0,119.5,84.72,0.0645,2906988.0,41.574800515522675
Cameco Corp.,CCJ,Energy,53.71,50.18,48.99,9.635,0.948,134.275,23362453504.0,56.24,31.18,0.0018000001,3453218.0,73.50650361978728
Crown Cork & Seal Company,CCK,Consumer Cyclical,72.47,72.41,71.9,0.793,0.845,20.884726,8751259648.0,96.35,69.61,0.0139,1001188.0,26.603761078955003
Carnival Corp.,CCL,Consumer Cyclical,17.745,18.12,17.9,-0.866,2.693,24.99296,26578640896.0,19.74,10.84,,29738122.0,69.48676050153014
Concord Medical Services,CCM,Healthcare,0.9194,1.0,0.93,-1.14,-0.231,,39917772.0,2.67,0.38,,425847.0,44.48585344557157
Clear Channel Outdoor Holdings,CCO,Communication Services,1.57,1.58,1.56,0.641,3.102,,767270016.0,2.06,1.04,,1708111.0,80.92143177282284
Compania Cervecerias Unidas S.A.,CCU,Consumer Defensive,12.095,11.56,11.56,4.628,0.431,20.853449,2234563584.0,17.74,10.82,0.0323,103868.0,67.62782654475953
Comcast Corp.,CCZ,,56.76,56.76,58.5,-2.974,,48.43003,53765001216.0,66.8,52.81,,639.0,41.253972821086954
Coeur D'Alene Mines Corp.,CDE,Basic Materials,6.39,6.31,6.22,2.733,1.604,,2551661056.0,6.465,2.0,,7512419.0,74.15701704643767
Celanese Corp.,CE,Basic Materials,134.71,131.69,131.4,2.519,1.295,7.385417,14713026560.0,172.16,110.76,0.021300001,709550.0,48.69970946594402
Central Europe And Russia Fund,CEE,Financial Services,10.968,10.7959,10.85,1.088,1.318,4.918386,70147056.0,11.0,7.98,0.0336,13695.0,58.91315837348331
Clearbridge Energy MLP Fund Inc.,CEM,Financial Services,45.04,44.94,45.105,-0.144,,9.791305,598770752.0,48.61,33.11,0.0874,31854.0,41.16475699192379
Cf Industries Holdings,CF,Basic Materials,69.74,70.02,69.87,-0.186,0.944,11.527272,12747215872.0,87.9,69.13,0.0286,2220795.0,18.030401812804
Cullen/Frost Bankers,CFR,Financial Services,100.04,98.67,98.87,1.183,1.02,11.825059,6428000256.0,120.31,82.25,0.0372,408545.0,58.69805280902566
China Green Agriculture,CGA,Basic Materials,2.07,2.0,2.03,1.97,0.499,,30622544.0,4.0,1.61,,4126.0,71.64363563598924
Church & Dwight Company,CHD,Consumer Defensive,104.85,105.07,104.61,0.229,0.523,33.180378,25638236160.0,110.31,82.25,0.0108,1317714.0,25.016168105612905
Chemed,CHE,Healthcare,528.06,526.71,527.82,0.045,0.428,28.420883,7965415424.0,654.62,492.84,0.003,86872.0,48.99887663460675
Choice Hotels International,CHH,Consumer Cyclical,121.208,119.18,118.64,2.165,1.238,25.954603,5837632000.0,136.02,108.91,0.0097,519229.0,79.39815433589744
Chesapeake Energy Corp.,CHK,Energy,83.02,82.51,82.54,0.582,0.454,11.069333,10879604736.0,93.58,72.84,0.0279,1597900.0,22.240885836659587
Chesapeake Granite Wash Trust,CHKR,Energy,0.4,0.4,0.4,0.0,0.455,3.3333335,18700000.0,1.2,0.312,0.21040002,45424.0,44.65283265308891
China Fund,CHN,Financial Services,10.04,10.06,10.06,-0.199,0.447,,99646800.0,12.5,9.0,0.0018000001,24429.0,48.39579124654572
Chunghwa Telecom Co Ltd,CHT,Communication Services,36.22,36.41,36.12,0.277,0.058,24.80822,28481959936.0,39.78,35.45,0.040799998,64395.0,32.53769301553265
Cigna Corp.,CI,Healthcare,329.83,329.51,328.37,0.445,0.525,27.079638,93696114688.0,365.71,253.95,0.0171,1598716.0,37.41768497523948
Citizens,CIA,Financial Services,2.61,2.61,2.59,0.772,0.155,5.553191,129543952.0,3.69,1.78,,59388.0,48.817331099276274
Bancolombia S.A.,CIB,Financial Services,34.22,33.78,33.59,1.876,1.143,5.5642276,8257012736.0,37.85,24.15,0.1011,282009.0,40.68053489509095
Colonial Intermediate High,CIF,Financial Services,1.72,1.71,1.71,0.585,0.775,11.466666,31838920.0,1.77,1.47,0.1015,47816.0,80.8336673157543
Comp En De Mn Cemig Ads,CIG,Utilities,1.89,1.92,1.91,-1.047,0.809,5.108108,5835375104.0,2.115385,1.623077,0.0929,2093269.0,34.57031119862407
Blackrock Capital And Income Strategies,CII,Financial Services,20.27,20.16,20.14,0.645,1.011,5.8753624,894857664.0,20.27,16.76,0.059299998,79600.0,82.21110446692626
Chimera Investment Corp.,CIM,Real Estate,13.61,13.33,13.23,2.872,1.784,8.895425,1095237504.0,19.47,11.29,0.1058,646677.0,83.3667735532789
Colgate-Palmolive Company,CL,Consumer Defensive,97.4,97.16,97.04,0.371,0.387,30.920635,79910952960.0,99.08,67.62,0.020599999,4318345.0,43.90011432797515
Core Laboratories N.V.,CLB,Energy,20.89,20.62,20.62,1.309,2.419,26.443037,974819264.0,27.95,13.82,0.0019,417219.0,81.95181695456367
Catham Lodging Trust [Reit],CLDT,Real Estate,8.46,8.4,8.34,1.439,1.802,,427193632.0,11.32,7.6,0.0336,598263.0,70.19514570377942
Cliffs Natual Resources Inc.,CLF,Basic Materials,15.41,15.28,15.18,1.515,2.021,20.546667,7327085056.0,22.97,13.84,,9205098.0,50.52705135282598
Clean Harbors,CLH,Industrials,223.45,221.05,220.24,1.458,1.212,32.290462,12051798016.0,231.15,132.92,,303422.0,74.59056512119658
Celestica,CLS,Technology,61.46,59.62,59.26,3.712,2.356,22.932835,7328982016.0,62.08,15.62,,2260619.0,79.45835921386309
Clearwater Paper Corp.,CLW,Basic Materials,46.18,45.89,45.94,0.522,0.4,7.8006754,770213120.0,53.74,31.08,,154073.0,30.734698653072144
Clorox Company,CLX,Consumer Defensive,134.68,131.8,131.85,2.146,0.381,69.422676,16725639168.0,169.14,114.69,0.0364,1270998.0,40.5950887996624
Canadian Imperial Bank Of Commerce,CM,Financial Services,48.95,48.64,48.52,0.886,1.105,10.197916,46190247936.0,51.14,34.35,0.0542,1160498.0,74.75274567917845
Comerica Inc.,CMA,Financial Services,52.47,51.13,51.1,2.681,1.272,10.431412,6956839936.0,57.39,37.4,0.0556,2315796.0,87.17471744986676
Commercial Metals Company,CMC,Basic Materials,52.6,52.0,51.77,1.603,1.167,10.935551,6048579072.0,59.81,39.85,0.0139,769296.0,46.71031997871134
Chipotle Mexican Grill,CMG,Consumer Cyclical,58.28,57.43,57.48,1.392,1.243,62.0,80038838272.0,69.2614,35.3728,,15870249.0,45.17121256520736
Cummmins Inc.,CMI,Industrials,273.96,270.53,268.68,1.965,0.988,20.114536,37472247808.0,304.25,212.8,0.025,934913.0,53.59153417934268
Compass Minerals Intl Inc,CMP,Basic Materials,10.425,10.51,10.44,-0.144,1.571,,430904864.0,39.78,9.76,0.0575,727206.0,48.60104920654212
Costamare Inc.,CMRE,Industrials,15.6797,15.32,15.26,2.75,1.375,6.077403,1870807680.0,17.58,8.54,0.0301,670444.0,48.01511727815508
Cms Energy Corp.,CMS,Utilities,59.19,59.16,58.86,0.561,0.384,18.04573,17676206080.0,63.76,49.87,0.035,2352585.0,30.571020499139237
Colonial Muni Income Trust,CMU,Financial Services,3.48,3.46,3.47,0.288,0.582,49.714287,88714944.0,3.49,2.78,0.0425,50563.0,85.26321076022572
Can Financial Corp.,CAN,Technology,1.02,1.02,1.01,0.99,3.099,,291821984.0,3.5,0.75,,8600501.0,38.188598431242454
Centene Corp.,CNC,Healthcare,66.665,65.72,65.74,1.407,0.5,13.148915,35576176640.0,81.42,60.83,,3723196.0,24.615449539443617
Cnh Global N.V.,CNH,Industrials,9.585,9.49,9.47,1.214,1.594,5.5726743,12052944896.0,15.74,9.42,0.0496,9336262.0,63.70739437449305
Canadian National Railway Company,CNI,Industrials,118.54,116.62,115.57,2.57,0.673,19.18123,75433754624.0,134.02,103.96,0.021300001,1138798.0,46.3181933627956
Cinemark Holdings Inc,CNK,Communication Services,21.5,21.68,21.67,-0.784,2.368,13.782052,2630438912.0,22.19,13.19,,2824704.0,85.85593528044576
Cno Financial Group,CNO,Financial Services,28.23,28.09,27.95,1.002,1.057,8.254386,3056179712.0,29.09,22.27,0.0229,754883.0,79.30610621423169
Centerpoint Energy Inc,CNP,Utilities,29.58,29.74,29.63,-0.169,0.922,20.830986,18923036672.0,31.57,25.42,0.027,4831201.0,42.838914710231634
Canadian Natural Resources,CNQ,Energy,36.02,35.54,35.43,1.665,1.966,14.524194,77003554816.0,41.29,27.925,0.0416,5094552.0,50.60914646916976
Cohn & Steers Inc,CNS,Financial Services,73.29,72.15,72.23,1.468,1.502,28.517511,3704105984.0,78.58,50.05,0.0327,319742.0,81.0447856969478
Consol Energy Inc.,CNX,Energy,25.55,25.54,25.46,0.353,1.379,4.714022,3915409408.0,26.57,17.45,,2479072.0,57.36047887811017
Compass Diversified Holdings,CODI,Industrials,21.65,21.37,21.23,1.978,1.655,,1632065664.0,25.07,16.88,0.0471,195619.0,68.42070654022635
Capital One Financial Corp.,COF,Financial Services,136.62,136.19,136.99,-0.27,1.458,10.698511,52178178048.0,149.94,88.23,0.0175,2308339.0,64.34019783287607
Cooper Companies,COO,Healthcare,85.55,85.97,85.68,-0.152,0.982,50.32353,17034716160.0,104.07,75.935,0.0002,1104524.0,46.99693977369252
Conocophillips,COP,Energy,112.53,110.79,111.19,1.205,1.249,12.744055,131019808768.0,135.18,105.77,0.0292,5643559.0,31.81242030417056
Coresite Realty Corp.,COR,Healthcare,222.42,222.63,222.37,0.022,0.453,24.334791,43800944640.0,246.75,171.65,0.0092,1540108.0,19.390310941672837
Coty Inc,COTY,Consumer Defensive,9.87,9.85,9.9,-0.303,1.919,42.913044,8565570560.0,13.46,9.02,,3917259.0,67.19849197751297
Canadian Pacific Railway,CP,Industrials,81.22,79.3,78.46,3.518,0.771,26.456028,75763318784.0,91.58,68.92,0.0070999996,2340126.0,59.56072780786651
Copa Holdings S.A.,CPA,Industrials,94.31,93.53,93.15,1.245,1.465,6.784892,3931500800.0,121.2,78.12,0.0691,264004.0,62.13817274804351
Cementos Pacasmayo S.A.A.,CPAC,Basic Materials,5.5,5.69,5.58,-1.434,0.26,10.377359,470917696.0,6.64,4.65,0.09689999,4365.0,61.721675385606886
Campbell Soup Company,CFB,Financial Services,14.35,14.22,14.19,1.128,1.041,10.474453,707354560.0,15.07,9.71,,193944.0,85.38884712685291
Cpb Inc.,CPF,Financial Services,21.6,21.25,21.24,1.695,1.112,10.536586,584113664.0,22.0,14.7,0.049000002,165996.0,81.71278745962164
Chesapeake Utilities Corp.,CPK,Utilities,107.685,107.76,107.1,0.546,0.61,22.622898,2386213376.0,124.72,83.8,0.0239,102211.0,66.58093542827888
Camden Property Trust,CPT,Real Estate,108.97,108.64,108.01,0.889,0.896,26.708334,11609118720.0,114.04,82.81,0.0381,819770.0,72.64360116632041
Crane Company,CR,Industrials,141.93,141.27,140.6,0.946,1.385,38.567932,8112420352.0,150.015,82.57,0.0058,219836.0,70.36512088703658
Crh Plc,CRH,Basic Materials,77.07,75.98,75.89,1.555,1.375,16.97577,52688367616.0,88.0,51.59,0.026700001,7440900.0,68.91145047497344
Carter's,CRI,Consumer Cyclical,60.527,61.43,61.38,-1.39,1.224,9.561928,2209150720.0,88.03,59.94,0.0521,804588.0,20.934105646980044
Comstock Resources,CRK,Energy,10.34,10.44,10.4,-0.577,0.51,47.0,3021368576.0,13.39,7.07,0.068,3089431.0,25.570602395755927
Charles River Laboratories Intl,CRL,Healthcare,202.64,199.99,201.85,0.391,1.379,23.784037,10438330368.0,275.0,161.65,,512073.0,63.82374605153815
Salesforce.Com Inc,CRM,Technology,252.54,251.2,252.43,0.044,1.291,45.5027,244711260160.0,318.71,193.68,0.0063,8479932.0,38.65924129657457
Carpenter Technology Corp.,CRS,Industrials,108.59,108.37,107.21,1.287,1.437,41.28897,5386964992.0,112.75,55.58,0.0075,673280.0,67.49127714932226
Cross Timbers Royalty Trust,CRT,Energy,9.555,9.73,9.65,-0.984,0.552,6.085987,57330000.0,22.85,9.19,0.1331,36922.0,20.704951443198993
Carlisle Companies Inc.,CSL,Industrials,416.8401,413.0,407.6,2.267,0.901,25.826525,19842338816.0,430.21,235.79,0.0083,357055.0,68.60162620152468
Constellium N.V.,CSTM,Basic Materials,18.67,18.79,18.67,0.0,1.937,21.21591,2722683392.0,23.2,14.12,,1045100.0,42.763534868397564
Carriage Services,CSV,Consumer Cyclical,26.23,26.16,26.02,0.807,0.915,12.985148,397791072.0,34.73,18.06,0.0173,128198.0,67.91727137214278
Csx Corp.,CSX,Industrials,32.92,32.5,32.48,1.355,1.197,17.989069,64356294656.0,40.12,29.03,0.0148,12180886.0,52.903395384902375
Clearbridge Energy MLP Fund In  ,CTR,Financial Services,40.28,40.1,40.1,0.449,,8.254098,277401504.0,44.22,29.33,0.0876,21631.0,35.84496647250842
Cts Corp.,CTS,Technology,49.685,49.1,48.63,2.169,0.596,29.22647,1518855552.0,54.73,35.5,0.0033000002,149800.0,59.12392602796517
Cubesmart  ,CUBE,Real Estate,44.12,44.49,44.19,-0.158,0.818,24.37569,9982635008.0,47.81,33.17,0.0462,1240400.0,65.9391593276263
Carnival Plc Ads,CUK,Consumer Cyclical,16.27,16.66,16.49,-1.334,2.693,,20616042496.0,17.95,9.77,,1896065.0,68.51296585407343
Cousins Properties Inc.,CUZ,Real Estate,22.985,23.03,22.91,0.327,1.288,46.908165,3495949568.0,25.19,17.4,0.0559,1141027.0,72.26683285053518
Cenovus Energy Inc,CVE,Energy,19.6568,19.23,19.26,2.06,2.731,11.105536,36673691648.0,21.9,14.69,0.0279,7593336.0,48.68756441728022
Cvr Energy Inc.,CVI,Energy,24.125,24.45,24.52,-1.611,1.546,3.7001534,2425310464.0,39.36,23.93,0.081599995,973840.0,10.77035914571995
Cvs Corp.,CVS,Healthcare,57.52,57.87,57.62,-0.174,0.513,10.0912285,72208883712.0,83.25,52.77,0.0462,12765126.0,36.812213990801666
Chevron Corp.,CVX,Energy,155.135,152.5,152.98,1.409,1.091,14.258731,283710881792.0,171.7,139.62,0.042600002,7186534.0,29.410666701699867
Curtiss-Wright Corp.,CW,Industrials,281.68,275.12,274.15,2.747,1.186,29.039175,10788005888.0,286.65,185.52,0.0031,211500.0,79.15587638089644
Commonwealth REIT,CWH,Consumer Cyclical,18.79,18.44,18.3,2.678,2.563,,846904832.0,32.883,16.18,0.0273,1025622.0,73.56207124538592
California Water Service Group Holding,CWT,Utilities,49.52,48.8,48.61,1.872,0.471,19.650793,2859983104.0,54.85,43.5,0.023,363186.0,54.964548640170094
Cemex S.A.B. De C.V. Sponsored,CX,Basic Materials,6.6825,6.28,6.27,6.579,1.055,47.732143,9699515392.0,9.27,5.67,0.0033000002,6562324.0,78.32482798664475
Colonial High Income Muni Trust,CXE,Financial Services,3.735,3.73,3.74,-0.134,0.656,53.35714,117748856.0,3.77,2.95,0.044299997,47786.0,54.522234578371226
Colonial Investment Grade Muni Trust,CXH,Financial Services,7.935,7.97,7.93,0.063,0.584,34.5,65060812.0,7.97,6.41,0.0359,20345.0,80.08627374819957
Corrections Corporation Of America,CXW,Industrials,13.155,13.28,13.22,-0.492,0.899,23.491072,1463585792.0,16.54,9.18,,903945.0,39.42991588117788
China Yuchai International,CYD,Consumer Cyclical,9.3,9.29,9.34,-0.428,1.001,9.6875,379982208.0,12.5,7.83,0.03,14491.0,41.747761177792974
Community Health Systems,CYH,Healthcare,3.355,3.32,3.32,1.054,1.526,,466230944.0,5.2,2.01,,1569580.0,58.566333275514474
City National Corp.,CYN,Technology,3.96,3.81,3.81,3.937,-1.881,,5605103.0,107.0,3.52,,326013.0,47.38487245732838
