Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score
Bank Of Nova Scotia,BNS,Financial Services,45.71,45.26,45.22,1.084,0.971,10.388636,56234270720.0,51.98,39.8,0.0688,1738683.0,43.82009394205674
Blackrock New York Muni Trust Inc.,BNY,Financial Services,10.74,10.74,10.7,0.374,0.542,32.545452,259017648.0,10.86,8.6,0.0482,34962.0,70.07108188311507
Blackrock Global,BOE,Financial Services,10.73,10.75,10.73,0.0,0.916,6.7062497,660171776.0,10.86,8.8,0.0705,153136.0,62.354907814301235
Bank Of Hawaii Corp.,BOH,Financial Services,57.08,56.0,56.24,1.494,1.047,14.749355,2265836288.0,75.19,42.72,0.0498,290518.0,45.374043862061754
Bp P.L.C.,BP,Energy,34.8,34.8,36.55,-4.788,0.528,10.740741,97092698112.0,40.84,33.52,0.0477,8379945.0,30.033260974227403
Bp Prudhoe Bay Royalty Trust,BPT,Energy,2.31,2.26,2.3,0.435,0.054,,49434000.0,8.17,2.0,,139191.0,49.04878143086757
Broadridge Financial Solutions Llc,BR,Technology,199.99,201.41,201.77,-0.882,1.052,34.186325,23634819072.0,210.24,164.45,0.0159,484170.0,52.66413056350052
Brady Corp.,BRC,Industrials,65.1,66.15,66.01,-1.379,0.767,16.649616,3090967552.0,68.8,46.77,0.014199999,229978.0,53.169379717854255
Brf-Brasil Foods S.A.,BRFS,Consumer Defensive,4.1,4.16,4.14,-0.966,1.101,,6830025728.0,4.25,1.74,,3042998.0,79.89752770171535
Brown & Brown,BRO,Financial Services,90.08,90.59,90.57,-0.541,0.819,27.80247,25695229952.0,93.75,66.73,0.0057,1196167.0,46.43550902894791
Brookfield Residential Propert,BRP,Financial Services,32.66,32.67,32.51,0.461,1.543,,2160187904.0,35.46,17.33,,359205.0,53.347382542168404
Brt Realty Trust,BRT,Real Estate,17.07,17.47,17.24,-0.986,1.076,85.35,318193344.0,20.69,15.21,0.058000002,30490.0,23.624666338299335
Berry Petroleum Company,BRY,Energy,6.44,6.44,6.47,-0.464,1.78,214.66667,495487168.0,8.94,6.07,0.112799995,1101039.0,45.05817140678299
Banco Santander-Chile Ads,BSAC,Financial Services,19.38,18.87,18.91,2.485,0.536,15.140625,9216545792.0,21.81,16.89,0.04,287937.0,57.30104728850715
Banco Santander Brasil Sa,BSBR,Financial Services,4.95,4.86,4.88,1.434,0.788,22.5,36980903936.0,6.66,4.79,0.0665,501881.0,42.112354309711826
Blackstone Gso Senior Floating Rate,BSL,Financial Services,14.32,14.3,14.25,0.491,0.576,6.9178743,186281712.0,14.56,12.5,0.096,48844.0,77.32674600086425
Boston Scientific Corp.,BSX,Healthcare,76.51,76.45,76.11,0.526,0.786,64.29411,112483475456.0,77.99,48.35,,6002019.0,37.1158893098858
Blackrock Long-Term Muni Advantage Trust,BTA,Financial Services,10.07,10.04,10.06,0.099,0.682,37.296295,135339792.0,10.62,8.59,0.0519,25259.0,61.5336540615707
Baytex Energy Corp,BTE,Energy,3.51,3.52,3.56,-1.404,2.707,,2836237824.0,4.65,2.92,0.0184,9295213.0,47.614591613238936
John Hancock Bank And Thrift Fund,BTO,Financial Services,28.26,28.05,27.89,1.327,1.43,91.16129,557185472.0,31.42,22.96,0.0932,54959.0,48.5541719208138
Blackrock Municipal Target Term,BTT,Financial Services,20.83,20.78,20.83,0.0,0.399,36.54386,1366697984.0,21.64,18.9,0.026700001,129380.0,76.34046840930434
Peabody Energy Corp.,BTU,Energy,23.05,23.27,23.46,-1.748,0.97,6.3850417,2899689984.0,27.242,20.66,0.0128,2544224.0,31.175242174568695
Blackrock Preferred,BTZ,Financial Services,10.75,10.79,10.73,0.186,0.793,7.6241136,1003238336.0,11.13,9.1,0.0938,216640.0,44.167137382007226
Anheuser-Busch Inbev Sa,BUD,Consumer Defensive,59.01,59.26,59.34,-0.556,0.987,25.32618,116879917056.0,67.49,51.66,0.0147,1558759.0,31.90405652281315
Blackrock Utility And Infrastr,BUI,Financial Services,22.34,22.23,22.16,0.812,,13.875776,502100448.0,23.48,18.73,0.0739,49134.0,37.58691956112652
Compania Mina Beunaventura S.A.,BVN,Basic Materials,16.74,16.76,16.81,-0.416,0.833,167.4,4251742464.0,18.84,7.22,0.0043,1375396.0,34.16016942341159
Borgwarner Inc.,BWA,Consumer Cyclical,31.66,31.29,31.43,0.732,1.209,10.8797245,7213350912.0,47.05,29.51,0.0139999995,2797526.0,23.964319958955016
Legg Mason Bw Global Income Op,BWG,Financial Services,8.42,8.44,8.38,0.477,,10.658228,141386960.0,8.65,6.86,0.1354,42770.0,45.089421298492255
Bluelinx Holdings Inc.,BXC,Industrials,90.29,92.17,92.15,-2.018,1.9,16.566973,782068544.0,132.67,67.76,,86631.0,30.91234501887672
Blackstone Mortgage Trust Inc. CI A,BXMT,Real Estate,18.15,17.64,17.72,2.427,1.521,453.75,3150549504.0,23.82,16.7,0.14,2029037.0,45.87248988010731
Boston Properties,BXP,Real Estate,61.26,60.63,60.75,0.84,1.195,50.21311,10795053056.0,73.97,50.64,0.0645,1178019.0,40.022344970643815
Boyd Gaming Corp.,BYD,Consumer Cyclical,54.38,54.42,54.52,-0.257,1.589,9.7280855,5159422464.0,73.0,49.34,0.0125,1176170.0,64.5018261871132
Blackrock Muni Income Quality Trust,BYM,Financial Services,11.45,11.43,11.45,0.0,0.603,63.611107,296592768.0,11.65,9.3,0.055,61613.0,66.23748714537408
Boise Inc,BZ,Communication Services,18.47,18.02,18.05,2.327,0.484,46.175,8296483840.0,22.74,12.57,,4076265.0,21.531368384557
Beazer Homes USA,BZH,Consumer Cyclical,26.1,26.76,26.9,-2.974,2.162,5.0289016,823384512.0,35.93,22.03,,381445.0,27.315086919140995
Citigroup Inc.,C,Financial Services,66.55,64.8,64.74,2.796,1.451,19.402332,126940135424.0,66.76,38.17,0.0327,12488490.0,39.47571383027471
Caci International,CACI,Technology,425.08,427.91,427.31,-0.522,0.918,24.571098,9477753856.0,439.2,302.21,,109326.0,59.94918739601868
Cae Inc,CAE,Industrials,18.35,18.79,18.8,-2.394,1.957,,5848071680.0,25.04,17.4,,654972.0,49.701365946587195
Morgan Stanley China A Share Fun Inc.,CAF,Financial Services,11.56,11.52,11.465,0.829,,,200782176.0,13.6,11.43,0.0002,27865.0,54.53189416555513
Conagra Foods,CAG,Consumer Defensive,28.74,28.37,28.4,1.197,0.312,14.442211,13739530240.0,33.6,25.16,0.0493,4183824.0,46.95694830469126
Cardinal Health,CAH,Healthcare,96.01,97.27,96.88,-0.898,0.622,42.482304,23384868864.0,116.04,85.12,0.0209,2075332.0,37.46209170189563
Calix Inc,CALX,Technology,33.63,34.37,34.45,-2.38,1.763,120.10715,2203605760.0,51.74,26.76,,696327.0,51.07516105509678
Caterpillar,CAT,Industrials,326.06,328.54,329.06,-0.912,1.106,14.720542,159460622336.0,382.01,223.76,0.0171,2974167.0,34.41644304353966
Cato Corp.,CATO,Consumer Cyclical,5.16,5.15,5.16,0.0,1.114,,106065864.0,8.78,4.56,0.1318,166773.0,57.28624094300454
Chubb Corp.,CB,Financial Services,253.34,251.84,252.99,0.138,0.668,11.264562,102871490560.0,275.41,186.52,0.014400001,1588421.0,18.561316322480437
Cbl & Associated Properties,CBL,Real Estate,23.33,23.5,23.56,-0.976,1.499,233.3,743583104.0,25.28,19.9,0.065799996,89613.0,60.51668600635266
Cabot Corp.,CBT,Basic Materials,88.24,89.3,89.54,-1.452,1.199,11.212198,4875983360.0,103.49,64.51,0.019199999,328537.0,41.50724753180728
Communitiy Bank System,CBU,Financial Services,46.97,45.95,46.09,1.909,0.665,15.151614,2478663424.0,55.45,35.38,0.039100002,271667.0,61.099818270467374
Cbiz,CBZ,Industrials,73.88,74.08,74.08,-0.27,0.929,29.790321,3702281728.0,80.42,49.15,,280772.0,55.17699149025558
Campus Crest Communities,CCG,Communication Services,0.7955,0.7598,0.7587,4.85,0.265,,60252920.0,84.7,0.661,,1001000.0,41.43961671112671
Crown Castle International Corp.,CCI,Real Estate,97.06,96.43,96.62,0.455,0.838,30.33125,42174803968.0,119.5,84.72,0.0648,2920881.0,54.059206442029826
Cameco Corp.,CCJ,Energy,48.99,48.65,48.73,0.534,0.948,125.615395,21294286848.0,56.24,30.33,0.0018000001,3490739.0,19.018862120862522
Crown Cork & Seal Company,CCK,Consumer Cyclical,71.9,72.36,72.95,-1.439,0.845,20.72046,8682428416.0,96.35,69.61,0.0137,1002467.0,13.856561104238097
Carnival Corp.,CCL,Consumer Cyclical,17.9,17.51,17.56,1.936,2.693,25.211267,26810800128.0,19.74,10.84,,29851545.0,52.072463240165106
Concord Medical Services,CCM,Healthcare,0.93,1.0,0.9306,-0.064,-0.231,,40377996.0,2.67,0.38,,424860.0,52.01542017018881
Clear Channel Outdoor Holdings,CCO,Communication Services,1.56,1.56,1.57,-0.637,3.102,,762382912.0,2.06,1.04,,1794757.0,80.18823730515885
Compania Cervecerias Unidas S.A.,CCU,Consumer Defensive,11.56,11.57,11.58,-0.173,0.431,19.931036,2135721728.0,17.74,10.82,0.0322,106063.0,45.637421945588756
Comcast Corp.,CCZ,,58.5,56.0301,58.5,0.0,,49.914673,55413186560.0,66.8,52.81,,639.0,33.51937606807083
Coeur D'Alene Mines Corp.,CDE,Basic Materials,6.22,6.36,6.39,-2.66,1.604,,2483776512.0,6.4,2.0,,7625419.0,60.14553350151407
Celanese Corp.,CE,Basic Materials,131.4,133.0,133.99,-1.933,1.295,7.203947,14351507456.0,172.16,110.76,0.0209,716426.0,34.763903234593144
Central Europe And Russia Fund,CEE,Financial Services,10.85,10.85,10.89,-0.367,1.318,4.865471,69392368.0,11.0,7.98,0.0335,14103.0,33.003887714492166
Clearbridge Energy MLP Fund Inc.,CEM,Financial Services,45.105,44.8,45.09,0.033,,9.805435,599634880.0,48.61,33.11,0.0874,31808.0,34.63537322175186
Cf Industries Holdings,CF,Basic Materials,69.87,69.19,69.38,0.706,0.944,11.54876,12770978816.0,87.9,69.13,0.028800001,2240142.0,17.2248061612017
Cullen/Frost Bankers,CFR,Financial Services,98.87,97.39,97.66,1.239,1.02,11.686762,6352822784.0,120.31,82.25,0.0377,412955.0,57.88964200637748
China Green Agriculture,CGA,Basic Materials,2.03,2.03,2.1,-3.333,0.499,,30030804.0,4.0,1.61,,4163.0,11.900508721454543
Church & Dwight Company,CHD,Consumer Defensive,104.61,105.32,105.58,-0.919,0.523,33.10443,25579552768.0,110.31,82.25,0.0108,1316867.0,43.584657528211466
Chemed,CHE,Healthcare,527.82,532.89,534.27,-1.207,0.428,28.392685,7961795584.0,654.62,492.84,0.003,86834.0,19.597199527040644
Choice Hotels International,CHH,Consumer Cyclical,118.64,117.0,117.06,1.35,1.238,25.40471,5713951744.0,136.02,108.91,0.0098,520406.0,74.15435993630966
Chesapeake Energy Corp.,CHK,Energy,82.54,82.45,82.6,-0.073,0.454,11.005334,10816702464.0,93.58,72.84,0.0278,1591642.0,30.503461108873324
Chesapeake Granite Wash Trust,CHKR,Energy,0.4,0.4,0.4,0.0,0.455,3.3333335,18700000.0,1.2,0.312,0.21040002,45452.0,61.00215315094429
China Fund,CHN,Financial Services,10.06,9.97,10.02,0.399,0.447,,99845304.0,12.5,9.0,0.0018000001,23970.0,24.872448571435328
Chunghwa Telecom Co Ltd,CHT,Communication Services,36.12,36.31,36.31,-0.523,0.058,24.910343,28322666496.0,39.78,35.45,0.040599998,63683.0,28.696294315592752
Cigna Corp.,CI,Healthcare,328.37,322.2,323.78,1.418,0.525,26.981922,93281370112.0,365.71,253.95,0.0173,1592590.0,39.34167162193009
Citizens,CIA,Financial Services,2.59,2.59,2.65,-2.264,0.155,5.510638,128551280.0,3.69,1.78,,59398.0,38.925312878080824
Bancolombia S.A.,CIB,Financial Services,33.59,33.34,33.41,0.539,1.143,5.444084,8076950528.0,37.85,24.15,0.1016,289350.0,31.10196604680739
Colonial Intermediate High,CIF,Financial Services,1.71,1.71,1.72,-0.581,0.775,11.4,31653810.0,1.77,1.47,0.1009,48073.0,56.53124332584911
Comp En De Mn Cemig Ads,CIG,Utilities,1.91,1.89,1.88,1.596,0.809,5.162162,5918784512.0,2.115385,1.623077,0.094399996,2138062.0,65.84955784341312
Blackrock Capital And Income Strategies,CII,Financial Services,20.14,20.13,20.05,0.449,1.011,5.837681,889118528.0,20.25,16.76,0.0596,79429.0,83.21798182334425
Chimera Investment Corp.,CIM,Real Estate,13.23,13.07,13.12,0.838,1.784,8.6470585,1064657728.0,19.47,11.29,0.1067,652031.0,56.24311824079409
Colgate-Palmolive Company,CL,Consumer Defensive,97.04,97.53,97.58,-0.553,0.387,30.806349,79615598592.0,99.08,67.62,0.020499999,4340627.0,58.11919897250679
Core Laboratories N.V.,CLB,Energy,20.62,20.45,20.66,-0.194,2.419,40.431374,962219968.0,27.95,13.82,0.0019,417842.0,77.70543563875029
Catham Lodging Trust [Reit],CLDT,Real Estate,8.34,8.48,8.51,-1.998,1.802,,421134144.0,11.32,7.6,0.032899998,598237.0,48.123310749052315
Cliffs Natual Resources Inc.,CLF,Basic Materials,15.18,15.41,15.47,-1.875,2.021,20.24,7217725952.0,22.97,13.84,,9230608.0,26.32420695060111
Clean Harbors,CLH,Industrials,220.24,223.15,223.19,-1.322,1.212,31.82659,11878666240.0,231.15,132.92,,301962.0,46.98014861181403
Celestica,CLS,Technology,59.26,59.6,59.17,0.152,2.356,22.111938,7068355072.0,61.06,15.45,,2265400.0,45.05189927322016
Clearwater Paper Corp.,CLW,Basic Materials,45.94,46.45,46.41,-1.013,0.4,7.7601347,766210240.0,53.74,31.08,,155193.0,51.55998301518454
Clorox Company,CLX,Consumer Defensive,131.85,132.12,132.85,-0.753,0.381,67.96392,16374189056.0,169.14,114.69,0.0361,1269429.0,49.15621896639976
Canadian Imperial Bank Of Commerce,CM,Financial Services,48.52,48.05,48.26,0.539,1.105,10.1294365,45759066112.0,51.14,34.35,0.0545,1190167.0,33.12859626924917
Comerica Inc.,CMA,Financial Services,51.1,49.77,50.05,2.098,1.272,10.159045,6775195648.0,57.39,37.4,0.056700002,2322359.0,48.50573297294848
Commercial Metals Company,CMC,Basic Materials,51.77,52.21,52.42,-1.24,1.167,10.762994,5953136128.0,59.81,39.85,0.0137,768047.0,32.248214559356754
Chipotle Mexican Grill,CMG,Consumer Cyclical,57.48,59.63,59.51,-3.411,1.243,61.80645,78940160000.0,69.2614,35.3728,,15690757.0,30.4559767851091
Cummmins Inc.,CMI,Industrials,268.68,269.27,269.62,-0.349,0.988,19.697947,36750049280.0,304.25,212.8,0.0249,936213.0,37.13670006506472
Compass Minerals Intl Inc,CMP,Basic Materials,10.44,10.11,10.23,2.053,1.571,,431524864.0,39.78,9.76,0.0587,728170.0,26.08309086520518
Costamare Inc.,CMRE,Industrials,15.26,15.4,15.4,-0.909,1.375,5.914729,1820731648.0,17.58,8.54,0.0299,667177.0,31.71319954121998
Cms Energy Corp.,CMS,Utilities,58.86,58.63,58.7,0.273,0.384,17.945122,17577656320.0,63.76,49.87,0.035099998,2364644.0,36.97473342632374
Colonial Muni Income Trust,CMU,Financial Services,3.47,3.45,3.47,0.0,0.582,49.57143,88460016.0,3.48,2.78,0.0425,51165.0,84.43675282022717
Can Financial Corp.,CAN,Technology,1.01,1.04,1.04,-2.885,3.099,,288960992.0,3.5,0.75,,8669509.0,44.06458466874386
Centene Corp.,CNC,Healthcare,65.74,66.06,66.19,-0.68,0.5,12.966469,35082543104.0,81.42,60.83,,3726693.0,26.146409157078978
Cnh Global N.V.,CNH,Industrials,9.47,9.65,9.67,-2.068,1.594,5.505814,11908335616.0,15.74,9.42,0.048600003,9400975.0,24.451261706071506
Canadian National Railway Company,CNI,Industrials,115.57,116.49,116.7,-0.968,0.673,18.730955,73560186880.0,134.02,103.96,0.0211,1120267.0,20.670085144851797
Cinemark Holdings Inc,CNK,Communication Services,21.67,21.95,21.84,-0.778,2.368,13.8910265,2651237888.0,22.19,13.19,,2836114.0,84.9525736665397
Cno Financial Group,CNO,Financial Services,27.95,27.72,27.75,0.721,1.057,8.172515,3025867008.0,29.09,22.27,0.0231,753754.0,38.37617822509971
Centerpoint Energy Inc,CNP,Utilities,29.63,30.3,30.32,-2.276,0.922,20.866198,18955022336.0,31.57,25.42,0.026400002,4775093.0,53.97370936078063
Canadian Natural Resources,CNQ,Energy,35.43,35.7,35.99,-1.556,1.966,14.34413,75685920768.0,41.29,27.925,0.040999997,5131875.0,55.252495394716334
Cohn & Steers Inc,CNS,Financial Services,72.23,72.13,72.43,-0.276,1.502,28.10506,3650533376.0,78.58,50.05,0.0326,321139.0,71.66210949756965
Consol Energy Inc.,CNX,Energy,25.46,24.99,25.16,1.192,1.379,4.697417,3901617408.0,26.57,17.45,,2482793.0,51.38969750195883
Compass Diversified Holdings,CODI,Industrials,21.23,21.63,21.76,-2.436,1.655,,1600404352.0,25.07,16.88,0.046,200145.0,35.98478177354292
Capital One Financial Corp.,COF,Financial Services,136.99,135.81,135.81,0.869,1.458,10.727487,52319494144.0,149.94,88.23,0.0177,2315968.0,23.373492862100193
Cooper Companies,COO,Healthcare,85.68,85.98,85.65,0.035,0.982,50.399998,17060601856.0,104.07,75.935,0.0002,1102009.0,7.299972030510816
Conocophillips,COP,Energy,111.19,110.91,112.23,-0.927,1.249,12.592299,129459634176.0,135.18,104.85,0.029000001,5658944.0,46.387845090948694
Coresite Realty Corp.,COR,Healthcare,222.37,225.51,223.69,-0.59,0.453,24.302732,43791097856.0,246.75,171.65,0.0091,1537818.0,20.708286472264675
Coty Inc,COTY,Consumer Defensive,9.9,9.88,9.96,-0.602,1.919,43.043476,8591605760.0,13.46,9.02,,3936252.0,57.386758438362804
Canadian Pacific Railway,CP,Industrials,78.46,79.94,79.93,-1.839,0.771,25.640524,73236602880.0,91.58,68.92,0.0069,2322722.0,49.967212215820105
Copa Holdings S.A.,CPA,Industrials,93.15,91.87,92.0,1.25,1.465,6.7014394,3883144192.0,121.2,78.12,0.07,263198.0,62.15256677752794
Cementos Pacasmayo S.A.A.,CPAC,Basic Materials,5.58,5.58,5.5,1.455,0.26,10.528302,477767392.0,6.64,4.65,0.0983,4460.0,45.133774459771644
Campbell Soup Company,CFB,Financial Services,14.19,13.95,13.95,1.72,1.041,10.357664,699467648.0,15.07,9.71,,193354.0,76.57895899029154
Cpb Inc.,CPF,Financial Services,21.24,20.78,20.88,1.724,1.112,10.360975,574378432.0,22.0,14.7,0.0498,169449.0,44.7825152920698
Chesapeake Utilities Corp.,CPK,Utilities,107.1,106.49,106.79,0.29,0.61,22.499998,2373250304.0,124.72,83.8,0.024,102421.0,47.16080442610674
Camden Property Trust,CPT,Real Estate,108.01,107.77,108.03,-0.019,0.896,26.47304,11506845696.0,114.04,82.81,0.0381,822247.0,28.43904512792922
Crane Company,CR,Industrials,140.6,142.3,142.44,-1.292,1.385,38.310627,8036401152.0,150.015,82.57,0.0058,219978.0,38.710746925420814
Crh Plc,CRH,Basic Materials,75.89,75.455,74.23,2.236,1.375,16.715858,51886526464.0,88.0,51.59,0.0273,7421436.0,36.8655786101031
Carter's,CRI,Consumer Cyclical,61.38,62.42,62.69,-2.09,1.224,9.696683,2240284160.0,88.03,60.57,0.051,803588.0,28.5432568682469
Comstock Resources,CRK,Energy,10.4,10.5,10.55,-1.422,0.51,47.272724,3038900480.0,13.39,7.07,0.068,3143755.0,46.01327540288011
Charles River Laboratories Intl,CRL,Healthcare,201.85,202.46,202.46,-0.301,1.379,23.747059,10397636608.0,275.0,161.65,,514275.0,17.64918221238888
Salesforce.Com Inc,CRM,Technology,252.43,256.09,256.97,-1.767,1.291,45.401077,244604665856.0,318.71,193.68,0.0062,8414665.0,52.69697141175765
Carpenter Technology Corp.,CRS,Industrials,107.21,106.67,106.7,0.478,1.437,40.91985,5318505984.0,112.75,54.67,0.0075,676686.0,59.58521754568824
Cross Timbers Royalty Trust,CRT,Energy,9.65,9.96,9.883,-2.358,0.552,6.1464963,57899996.0,22.85,9.19,0.13,36586.0,19.24108539496295
Carlisle Companies Inc.,CSL,Industrials,407.6,409.7,410.13,-0.617,0.901,25.285358,19402493952.0,430.21,235.79,0.0083,358622.0,47.09640933089898
Constellium N.V.,CSTM,Basic Materials,18.67,18.97,19.0,-1.737,1.937,21.21591,2722683392.0,23.2,14.12,,1035108.0,47.192870806979386
Carriage Services,CSV,Consumer Cyclical,26.02,26.18,26.31,-1.102,0.915,12.881188,394606304.0,34.73,18.06,0.0171,128967.0,23.204820058293237
Csx Corp.,CSX,Industrials,32.48,33.17,33.39,-2.725,1.197,17.748632,63496126464.0,40.12,29.03,0.014400001,12160932.0,30.9588533511197
Clearbridge Energy MLP Fund In  ,CTR,Financial Services,40.1,39.9,39.85,0.627,,8.217213,276161888.0,44.22,29.33,0.0876,21324.0,30.81277739852645
Cts Corp.,CTS,Technology,48.63,49.5,49.5,-1.758,0.596,28.605883,1486604544.0,54.73,35.5,0.0032,150849.0,22.057766933827395
Cubesmart  ,CUBE,Real Estate,44.19,44.82,44.67,-1.075,0.818,24.414364,9998473216.0,47.81,33.17,0.045700002,1248963.0,64.68838948407041
Carnival Plc Ads,CUK,Consumer Cyclical,16.49,16.11,16.12,2.295,2.693,,20894808064.0,17.95,9.77,,1906237.0,56.13651134199284
Cousins Properties Inc.,CUZ,Real Estate,22.91,22.61,22.63,1.237,1.288,46.7551,3484541952.0,25.19,17.4,0.056599997,1148040.0,31.642834228111127
Cenovus Energy Inc,CVE,Energy,19.26,19.42,19.58,-1.634,2.731,10.881356,35923750912.0,21.9,14.69,0.0274,7648736.0,42.50231599938586
Cvr Energy Inc.,CVI,Energy,24.52,25.0,25.2,-2.698,1.546,3.7607362,2465020160.0,39.36,24.48,0.0794,973768.0,44.748800596911785
Cvs Corp.,CVS,Healthcare,57.62,56.27,56.89,1.283,0.513,10.108772,72334417920.0,83.25,52.77,0.0468,12757452.0,32.54862452686605
Chevron Corp.,CVX,Energy,152.98,153.0,154.33,-0.875,1.091,14.086556,279769808896.0,171.7,139.62,0.0422,7222985.0,33.998708102548065
Curtiss-Wright Corp.,CW,Industrials,274.15,272.09,272.61,0.565,1.186,28.262886,10499615744.0,286.65,184.81,0.0031,210614.0,31.393534965748444
Commonwealth REIT,CWH,Consumer Cyclical,18.3,18.0,18.07,1.273,2.563,,824819392.0,32.883,16.18,0.0277,1022778.0,41.9121096409883
California Water Service Group Holding,CWT,Utilities,48.61,48.19,48.36,0.517,0.471,19.289682,2807426816.0,54.85,43.5,0.0232,367962.0,76.10924335185928
Cemex S.A.B. De C.V. Sponsored,CX,Basic Materials,6.27,6.29,6.29,-0.318,1.055,44.785713,9096704000.0,9.27,5.67,0.0033000002,6515839.0,19.021325874753117
Colonial High Income Muni Trust,CXE,Financial Services,3.74,3.71,3.73,0.268,0.656,53.42857,117906496.0,3.77,2.95,0.0444,47940.0,70.42498735760476
Colonial Investment Grade Muni Trust,CXH,Financial Services,7.93,7.93,7.925,0.063,0.584,34.47826,65019812.0,7.97,6.41,0.0359,20375.0,81.89981922098343
Corrections Corporation Of America,CXW,Industrials,13.22,13.29,13.28,-0.452,0.899,23.607143,1470817536.0,16.54,9.17,,906855.0,12.007005624533363
China Yuchai International,CYD,Consumer Cyclical,9.34,9.17,9.17,1.854,1.001,9.729167,381616544.0,12.5,7.83,0.0305,14511.0,76.04471305766373
Community Health Systems,CYH,Healthcare,3.32,3.23,3.24,2.469,1.526,,461367104.0,5.2,2.01,,1605547.0,33.38132864776992
